shipment_id,decision_time,cohort,source,latest_temperature_c,measurement_age_minutes,arrival_delay_minutes,temperature_missing,temperature_count,temperature_mean_c,temperature_max_c,temperature_trend_c_per_hour,temperature_span_hours,label,label_cutoff
s-00053,2026-01-08 05:00:00+00:00,train,sensor-coast,3.95,60.0,35.0,0,1,3.95,3.95,,0.0,0,2026-02-15 08:00:00+00:00
s-00054,2026-01-08 05:00:00+00:00,train,sensor-north,4.5,60.0,35.0,0,2,4.7245,4.949,-0.44899999999999984,1.0,0,2026-02-15 08:00:00+00:00
s-00055,2026-01-08 05:00:00+00:00,train,sensor-central,4.203,60.0,2.0,0,2,4.0675,4.203,0.27100000000000035,1.0,0,2026-02-15 08:00:00+00:00
s-00054,2026-01-08 08:00:00+00:00,train,sensor-north,4.822,60.0,2.0,0,2,4.8795,4.937,-0.11500000000000021,1.0,0,2026-02-15 08:00:00+00:00
s-00055,2026-01-08 08:00:00+00:00,train,sensor-central,4.091,180.0,35.0,0,0,,,,,0,2026-02-15 08:00:00+00:00
s-00056,2026-01-08 08:00:00+00:00,train,sensor-coast,3.412,60.0,35.0,0,2,3.9619999999999997,4.512,-1.0999999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00055,2026-01-08 11:00:00+00:00,train,sensor-central,4.781,60.0,0.0,0,2,4.749,4.781,0.06400000000000006,1.0,0,2026-02-15 08:00:00+00:00
s-00056,2026-01-08 11:00:00+00:00,train,sensor-coast,5.175,0.0,0.0,0,3,5.042333333333334,5.481,0.35199999999999987,2.0,0,2026-02-15 08:00:00+00:00
s-00057,2026-01-08 11:00:00+00:00,train,sensor-north,5.747,0.0,0.0,0,3,4.964666666666666,5.747,0.5375000000000001,2.0,0,2026-02-15 08:00:00+00:00
s-00056,2026-01-08 14:00:00+00:00,train,sensor-coast,4.181,60.0,0.0,0,2,4.5425,4.904,-0.7229999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00057,2026-01-08 14:00:00+00:00,train,sensor-north,4.154,60.0,5.0,0,2,4.5165,4.879,-0.7249999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00058,2026-01-08 14:00:00+00:00,train,sensor-central,3.422,60.0,2.0,0,2,3.926,4.43,-1.0079999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00057,2026-01-08 17:00:00+00:00,train,sensor-north,5.195,60.0,1.0,0,2,5.2745,5.354,-0.1589999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00058,2026-01-08 17:00:00+00:00,train,sensor-central,4.022,60.0,35.0,0,1,4.022,4.022,,0.0,0,2026-02-15 08:00:00+00:00
s-00059,2026-01-08 17:00:00+00:00,train,sensor-coast,4.419,120.0,2.0,0,1,4.419,4.419,,0.0,0,2026-02-15 08:00:00+00:00
s-00058,2026-01-08 20:00:00+00:00,train,sensor-central,5.403,60.0,2.0,0,2,5.089499999999999,5.403,0.6269999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00059,2026-01-08 20:00:00+00:00,train,sensor-coast,5.293,0.0,0.0,0,3,4.448666666666667,5.293,0.43400000000000016,2.0,0,2026-02-15 08:00:00+00:00
s-00060,2026-01-08 20:00:00+00:00,train,sensor-north,3.798,60.0,2.0,0,2,3.825,3.852,-0.053999999999999826,1.0,0,2026-02-15 08:00:00+00:00
s-00059,2026-01-08 23:00:00+00:00,train,sensor-coast,5.326,60.0,5.0,0,1,5.326,5.326,,0.0,0,2026-02-15 08:00:00+00:00
s-00060,2026-01-08 23:00:00+00:00,train,sensor-north,4.942,120.0,0.0,0,1,4.942,4.942,,0.0,0,2026-02-15 08:00:00+00:00
s-00061,2026-01-08 23:00:00+00:00,train,sensor-central,4.765,60.0,35.0,0,1,4.765,4.765,,0.0,0,2026-02-15 08:00:00+00:00
s-00060,2026-01-09 02:00:00+00:00,train,sensor-north,5.782,60.0,0.0,0,2,5.349,5.782,0.8659999999999997,1.0,0,2026-02-15 08:00:00+00:00
s-00061,2026-01-09 02:00:00+00:00,train,sensor-central,5.315,0.0,0.0,0,3,4.564666666666667,5.315,1.0805000000000002,2.0,0,2026-02-15 08:00:00+00:00
s-00062,2026-01-09 02:00:00+00:00,train,sensor-coast,4.943,60.0,2.0,0,2,4.1259999999999994,4.943,1.6339999999999995,1.0,0,2026-02-15 08:00:00+00:00
s-00061,2026-01-09 05:00:00+00:00,train,sensor-central,4.711,60.0,1.0,0,2,4.527,4.711,0.3680000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00062,2026-01-09 05:00:00+00:00,train,sensor-coast,4.741,60.0,35.0,0,2,4.82,4.899,-0.15800000000000036,1.0,0,2026-02-15 08:00:00+00:00
s-00063,2026-01-09 05:00:00+00:00,train,sensor-north,4.547,120.0,35.0,0,1,4.547,4.547,,0.0,0,2026-02-15 08:00:00+00:00
s-00062,2026-01-09 08:00:00+00:00,train,sensor-coast,3.793,60.0,2.0,0,2,4.196,4.599,-0.806,1.0,0,2026-02-15 08:00:00+00:00
s-00063,2026-01-09 08:00:00+00:00,train,sensor-north,5.22,0.0,0.0,0,1,5.22,5.22,,0.0,0,2026-02-15 08:00:00+00:00
s-00064,2026-01-09 08:00:00+00:00,train,sensor-central,5.163,60.0,5.0,0,2,4.7575,5.163,0.8109999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00063,2026-01-09 11:00:00+00:00,train,sensor-north,6.084,60.0,1.0,0,2,5.413,6.084,1.3419999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00064,2026-01-09 11:00:00+00:00,train,sensor-central,4.249,120.0,1.0,0,1,4.249,4.249,,0.0,0,2026-02-15 08:00:00+00:00
s-00065,2026-01-09 11:00:00+00:00,train,sensor-coast,4.541,0.0,0.0,0,3,4.681,5.057,0.04800000000000004,2.0,0,2026-02-15 08:00:00+00:00
s-00064,2026-01-09 14:00:00+00:00,train,sensor-central,5.775,60.0,35.0,0,1,5.775,5.775,,0.0,0,2026-02-15 08:00:00+00:00
s-00065,2026-01-09 14:00:00+00:00,train,sensor-coast,3.648,60.0,1.0,0,1,3.648,3.648,,0.0,0,2026-02-15 08:00:00+00:00
s-00066,2026-01-09 14:00:00+00:00,train,sensor-north,4.555,0.0,0.0,0,3,4.503,5.468,0.5344999999999998,2.0,0,2026-02-15 08:00:00+00:00
s-00065,2026-01-09 17:00:00+00:00,train,sensor-coast,4.587,0.0,0.0,0,3,4.806666666666667,4.973,-0.19300000000000006,2.0,0,2026-02-15 08:00:00+00:00
s-00066,2026-01-09 17:00:00+00:00,train,sensor-north,5.485,60.0,0.0,0,2,4.9855,5.485,0.9990000000000006,1.0,0,2026-02-15 08:00:00+00:00
s-00067,2026-01-09 17:00:00+00:00,train,sensor-central,4.322,60.0,5.0,0,2,4.765000000000001,5.208,-0.8860000000000001,1.0,0,2026-02-15 08:00:00+00:00
s-00066,2026-01-09 20:00:00+00:00,train,sensor-north,7.943,60.0,2.0,0,2,8.121500000000001,8.3,-0.3570000000000011,1.0,1,2026-02-15 08:00:00+00:00
s-00067,2026-01-09 20:00:00+00:00,train,sensor-central,5.759,60.0,1.0,0,2,5.2175,5.759,1.0830000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00068,2026-01-09 20:00:00+00:00,train,sensor-coast,4.705,60.0,5.0,0,2,4.829000000000001,4.953,-0.24800000000000022,1.0,0,2026-02-15 08:00:00+00:00
s-00067,2026-01-09 23:00:00+00:00,train,sensor-central,4.754,60.0,5.0,0,2,5.343999999999999,5.934,-1.1800000000000006,1.0,0,2026-02-15 08:00:00+00:00
s-00068,2026-01-09 23:00:00+00:00,train,sensor-coast,3.691,120.0,2.0,0,1,3.691,3.691,,0.0,0,2026-02-15 08:00:00+00:00
s-00069,2026-01-09 23:00:00+00:00,train,sensor-north,4.801,60.0,1.0,0,2,4.9905,5.18,-0.37899999999999956,1.0,0,2026-02-15 08:00:00+00:00
s-00068,2026-01-10 02:00:00+00:00,train,sensor-coast,5.888,60.0,1.0,0,2,5.5785,5.888,0.6189999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00069,2026-01-10 02:00:00+00:00,train,sensor-north,4.872,120.0,0.0,0,1,4.872,4.872,,0.0,0,2026-02-15 08:00:00+00:00
s-00070,2026-01-10 02:00:00+00:00,train,sensor-central,4.362,60.0,2.0,0,2,3.8555,4.362,1.013,1.0,0,2026-02-15 08:00:00+00:00
s-00069,2026-01-10 05:00:00+00:00,train,sensor-north,5.043,60.0,1.0,0,2,5.09,5.137,-0.09399999999999942,1.0,0,2026-02-15 08:00:00+00:00
s-00070,2026-01-10 05:00:00+00:00,train,sensor-central,3.465,60.0,5.0,0,2,4.3085,5.152,-1.6870000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00071,2026-01-10 05:00:00+00:00,train,sensor-coast,5.145,60.0,35.0,0,2,4.824999999999999,5.145,0.6399999999999997,1.0,0,2026-02-15 08:00:00+00:00
s-00070,2026-01-10 08:00:00+00:00,train,sensor-central,4.694,60.0,0.0,0,2,4.3605,4.694,0.6669999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00071,2026-01-10 08:00:00+00:00,train,sensor-coast,5.959,180.0,180.0,0,0,,,,,0,2026-02-15 08:00:00+00:00
s-00072,2026-01-10 08:00:00+00:00,train,sensor-north,3.918,60.0,0.0,0,1,3.918,3.918,,0.0,0,2026-02-15 08:00:00+00:00
s-00071,2026-01-10 11:00:00+00:00,train,sensor-coast,4.604,0.0,0.0,0,3,4.6146666666666665,4.689,-0.04249999999999998,2.0,0,2026-02-15 08:00:00+00:00
s-00072,2026-01-10 11:00:00+00:00,train,sensor-north,5.414,60.0,5.0,0,2,4.3415,5.414,2.1449999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00073,2026-01-10 11:00:00+00:00,train,sensor-central,4.708,60.0,0.0,0,1,4.708,4.708,,0.0,0,2026-02-15 08:00:00+00:00
s-00072,2026-01-10 14:00:00+00:00,train,sensor-north,9.265,60.0,0.0,0,2,8.108,9.265,2.314000000000001,1.0,1,2026-02-15 08:00:00+00:00
s-00073,2026-01-10 14:00:00+00:00,train,sensor-central,4.396,60.0,1.0,0,2,4.516,4.636,-0.2400000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00074,2026-01-10 14:00:00+00:00,train,sensor-coast,3.837,60.0,5.0,0,2,4.284,4.731,-0.8939999999999997,1.0,0,2026-02-15 08:00:00+00:00
s-00073,2026-01-10 17:00:00+00:00,train,sensor-central,5.997,60.0,5.0,0,2,5.406000000000001,5.997,1.1819999999999995,1.0,0,2026-02-15 08:00:00+00:00
s-00074,2026-01-10 17:00:00+00:00,train,sensor-coast,5.016,60.0,5.0,0,2,4.351,5.016,1.33,1.0,0,2026-02-15 08:00:00+00:00
s-00075,2026-01-10 17:00:00+00:00,train,sensor-north,3.991,60.0,35.0,0,2,4.6450000000000005,5.299,-1.3080000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00074,2026-01-10 20:00:00+00:00,train,sensor-coast,4.676,60.0,5.0,0,2,4.74,4.804,-0.1280000000000001,1.0,0,2026-02-15 08:00:00+00:00
s-00075,2026-01-10 20:00:00+00:00,train,sensor-north,5.151,60.0,1.0,0,2,4.3435,5.151,1.6149999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00076,2026-01-10 20:00:00+00:00,train,sensor-central,3.945,60.0,5.0,0,2,4.3145,4.684,-0.7390000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00075,2026-01-10 23:00:00+00:00,train,sensor-north,8.079,60.0,1.0,0,1,8.079,8.079,,0.0,1,2026-02-15 08:00:00+00:00
s-00076,2026-01-10 23:00:00+00:00,train,sensor-central,2.699,0.0,0.0,0,2,3.339,3.979,-1.2800000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00077,2026-01-10 23:00:00+00:00,train,sensor-coast,4.95,60.0,35.0,0,2,4.547499999999999,4.95,0.8050000000000006,1.0,0,2026-02-15 08:00:00+00:00
s-00076,2026-01-11 02:00:00+00:00,train,sensor-central,4.4,60.0,5.0,0,2,5.0155,5.631,-1.2309999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00077,2026-01-11 02:00:00+00:00,train,sensor-coast,5.458,60.0,1.0,0,2,4.8485,5.458,1.2190000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00078,2026-01-11 02:00:00+00:00,train,sensor-north,3.641,60.0,0.0,0,2,3.1390000000000002,3.641,1.004,1.0,0,2026-02-15 08:00:00+00:00
s-00077,2026-01-11 05:00:00+00:00,train,sensor-coast,4.475,60.0,2.0,0,1,4.475,4.475,,0.0,0,2026-02-15 08:00:00+00:00
s-00078,2026-01-11 05:00:00+00:00,train,sensor-north,4.694,60.0,2.0,0,2,4.452500000000001,4.694,0.48299999999999965,1.0,0,2026-02-15 08:00:00+00:00
s-00079,2026-01-11 05:00:00+00:00,train,sensor-central,4.19,60.0,0.0,0,2,4.647500000000001,5.105,-0.915,1.0,0,2026-02-15 08:00:00+00:00
s-00078,2026-01-11 08:00:00+00:00,train,sensor-north,8.098,60.0,1.0,0,2,7.67,8.098,0.8560000000000008,1.0,1,2026-02-15 08:00:00+00:00
s-00079,2026-01-11 08:00:00+00:00,train,sensor-central,4.529,60.0,0.0,0,2,4.515499999999999,4.529,0.027000000000000135,1.0,0,2026-02-15 08:00:00+00:00
s-00080,2026-01-11 08:00:00+00:00,train,sensor-coast,4.65,60.0,2.0,0,2,4.6885,4.727,-0.07699999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00079,2026-01-11 11:00:00+00:00,train,sensor-central,5.681,60.0,0.0,0,2,5.0649999999999995,5.681,1.2320000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00080,2026-01-11 11:00:00+00:00,train,sensor-coast,5.8,60.0,35.0,0,2,5.8305,5.861,-0.06099999999999994,1.0,0,2026-02-15 08:00:00+00:00
s-00081,2026-01-11 11:00:00+00:00,train,sensor-north,3.444,60.0,2.0,0,2,3.4745,3.505,-0.06099999999999994,1.0,0,2026-02-15 08:00:00+00:00
s-00080,2026-01-11 14:00:00+00:00,train,sensor-coast,9.344,60.0,35.0,0,2,8.109,9.344,2.4699999999999998,1.0,1,2026-02-15 08:00:00+00:00
s-00081,2026-01-11 14:00:00+00:00,train,sensor-north,4.905,60.0,35.0,0,2,4.9879999999999995,5.071,-0.16599999999999948,1.0,0,2026-02-15 08:00:00+00:00
s-00082,2026-01-11 14:00:00+00:00,train,sensor-central,4.374,0.0,0.0,0,3,4.2459999999999996,4.415,-0.020500000000000185,2.0,0,2026-02-15 08:00:00+00:00
s-00081,2026-01-11 17:00:00+00:00,train,sensor-north,5.385,60.0,2.0,0,2,5.3645,5.385,0.04099999999999948,1.0,0,2026-02-15 08:00:00+00:00
s-00082,2026-01-11 17:00:00+00:00,train,sensor-central,4.903,60.0,1.0,0,2,5.0794999999999995,5.256,-0.35300000000000065,1.0,0,2026-02-15 08:00:00+00:00
s-00083,2026-01-11 17:00:00+00:00,train,sensor-coast,4.474,0.0,0.0,0,3,4.237333333333333,4.474,0.17600000000000016,2.0,0,2026-02-15 08:00:00+00:00
s-00082,2026-01-11 20:00:00+00:00,train,sensor-central,4.939,60.0,5.0,0,2,4.986000000000001,5.033,-0.0940000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00083,2026-01-11 20:00:00+00:00,train,sensor-coast,3.725,60.0,1.0,0,1,3.725,3.725,,0.0,0,2026-02-15 08:00:00+00:00
s-00084,2026-01-11 20:00:00+00:00,train,sensor-north,4.755,60.0,0.0,0,1,4.755,4.755,,0.0,0,2026-02-15 08:00:00+00:00
s-00083,2026-01-11 23:00:00+00:00,train,sensor-coast,4.897,60.0,5.0,0,2,4.747,4.897,0.2999999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00084,2026-01-11 23:00:00+00:00,train,sensor-north,3.902,120.0,2.0,0,1,3.902,3.902,,0.0,0,2026-02-15 08:00:00+00:00
s-00085,2026-01-11 23:00:00+00:00,train,sensor-central,4.773,60.0,1.0,0,2,4.3309999999999995,4.773,0.8839999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00084,2026-01-12 02:00:00+00:00,train,sensor-north,7.175,60.0,2.0,0,2,6.840999999999999,7.175,0.6680000000000001,1.0,1,2026-02-15 08:00:00+00:00
s-00085,2026-01-12 02:00:00+00:00,train,sensor-central,5.223,0.0,0.0,0,3,4.769,5.223,0.29849999999999977,2.0,0,2026-02-15 08:00:00+00:00
s-00086,2026-01-12 02:00:00+00:00,train,sensor-coast,5.146,60.0,0.0,0,2,4.4965,5.146,1.299,1.0,0,2026-02-15 08:00:00+00:00
s-00085,2026-01-12 05:00:00+00:00,train,sensor-central,5.35,0.0,0.0,0,3,5.1033333333333335,5.35,0.06899999999999995,2.0,0,2026-02-15 08:00:00+00:00
s-00086,2026-01-12 05:00:00+00:00,train,sensor-coast,5.023,60.0,35.0,0,2,4.9505,5.023,0.14499999999999957,1.0,0,2026-02-15 08:00:00+00:00
s-00087,2026-01-12 05:00:00+00:00,train,sensor-north,3.649,0.0,0.0,0,2,4.0065,4.364,-0.35749999999999993,2.0,0,2026-02-15 08:00:00+00:00
s-00086,2026-01-12 08:00:00+00:00,train,sensor-coast,4.585,60.0,1.0,0,1,4.585,4.585,,0.0,0,2026-02-15 08:00:00+00:00
s-00087,2026-01-12 08:00:00+00:00,train,sensor-north,4.411,60.0,0.0,0,2,4.8025,5.194,-0.7830000000000004,1.0,0,2026-02-15 08:00:00+00:00
s-00088,2026-01-12 08:00:00+00:00,train,sensor-central,5.162,60.0,2.0,0,2,4.825,5.162,0.6739999999999995,1.0,0,2026-02-15 08:00:00+00:00
s-00087,2026-01-12 11:00:00+00:00,train,sensor-north,4.774,60.0,5.0,0,2,4.853,4.932,-0.15800000000000036,1.0,0,2026-02-15 08:00:00+00:00
s-00088,2026-01-12 11:00:00+00:00,train,sensor-central,5.437,60.0,0.0,0,2,4.8025,5.437,1.2690000000000001,1.0,0,2026-02-15 08:00:00+00:00
s-00089,2026-01-12 11:00:00+00:00,train,sensor-coast,4.145,0.0,0.0,0,3,4.5906666666666665,4.928,-0.27700000000000014,2.0,0,2026-02-15 08:00:00+00:00
s-00088,2026-01-12 14:00:00+00:00,train,sensor-central,4.766,60.0,0.0,0,2,4.4325,4.766,0.6669999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00089,2026-01-12 14:00:00+00:00,train,sensor-coast,6.154,60.0,35.0,0,2,5.055,6.154,2.198,1.0,0,2026-02-15 08:00:00+00:00
s-00090,2026-01-12 14:00:00+00:00,train,sensor-north,4.354,60.0,35.0,0,2,4.9285,5.503,-1.149,1.0,0,2026-02-15 08:00:00+00:00
s-00089,2026-01-12 17:00:00+00:00,train,sensor-coast,8.796,60.0,1.0,0,2,8.428,8.796,0.7359999999999989,1.0,1,2026-02-15 08:00:00+00:00
s-00090,2026-01-12 17:00:00+00:00,train,sensor-north,4.534,120.0,35.0,0,1,4.534,4.534,,0.0,0,2026-02-15 08:00:00+00:00
s-00091,2026-01-12 17:00:00+00:00,train,sensor-central,5.117,60.0,35.0,0,2,4.3580000000000005,5.117,1.5179999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00090,2026-01-12 20:00:00+00:00,train,sensor-north,6.354,60.0,1.0,0,2,5.156000000000001,6.354,2.396,1.0,0,2026-02-15 08:00:00+00:00
s-00091,2026-01-12 20:00:00+00:00,train,sensor-central,4.323,0.0,0.0,0,2,4.3545,4.386,-0.06299999999999972,1.0,0,2026-02-15 08:00:00+00:00
s-00092,2026-01-12 20:00:00+00:00,train,sensor-coast,5.082,0.0,0.0,0,2,4.314,5.082,0.768,2.0,0,2026-02-15 08:00:00+00:00
s-00091,2026-01-12 23:00:00+00:00,train,sensor-central,5.527,60.0,1.0,0,2,4.923500000000001,5.527,1.2069999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00092,2026-01-12 23:00:00+00:00,train,sensor-coast,5.085,60.0,35.0,0,2,4.4735,5.085,1.2229999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00093,2026-01-12 23:00:00+00:00,train,sensor-north,4.67,60.0,35.0,0,2,4.6665,4.67,0.006999999999999673,1.0,0,2026-02-15 08:00:00+00:00
s-00092,2026-01-13 02:00:00+00:00,train,sensor-coast,5.605,60.0,2.0,0,2,5.4365000000000006,5.605,0.33700000000000063,1.0,0,2026-02-15 08:00:00+00:00
s-00093,2026-01-13 02:00:00+00:00,train,sensor-north,4.627,60.0,1.0,0,2,4.842499999999999,5.058,-0.43100000000000005,1.0,0,2026-02-15 08:00:00+00:00
s-00094,2026-01-13 02:00:00+00:00,train,sensor-central,4.521,120.0,35.0,0,1,4.521,4.521,,0.0,0,2026-02-15 08:00:00+00:00
s-00093,2026-01-13 05:00:00+00:00,train,sensor-north,5.047,60.0,5.0,0,2,5.124499999999999,5.202,-0.15500000000000025,1.0,0,2026-02-15 08:00:00+00:00
s-00094,2026-01-13 05:00:00+00:00,train,sensor-central,4.42,60.0,0.0,0,2,4.342499999999999,4.42,0.15500000000000025,1.0,0,2026-02-15 08:00:00+00:00
s-00095,2026-01-13 05:00:00+00:00,train,sensor-coast,4.882,60.0,35.0,0,2,4.336,4.882,1.0919999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00094,2026-01-13 08:00:00+00:00,train,sensor-central,4.172,60.0,35.0,0,2,4.337999999999999,4.504,-0.33199999999999985,1.0,0,2026-02-15 08:00:00+00:00
s-00095,2026-01-13 08:00:00+00:00,train,sensor-coast,4.703,60.0,0.0,0,2,4.846,4.989,-0.2859999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00096,2026-01-13 08:00:00+00:00,train,sensor-north,4.469,60.0,0.0,0,2,4.7915,5.114,-0.6449999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00095,2026-01-13 11:00:00+00:00,train,sensor-coast,4.741,60.0,0.0,0,1,4.741,4.741,,0.0,0,2026-02-15 08:00:00+00:00
s-00096,2026-01-13 11:00:00+00:00,train,sensor-north,6.176,60.0,35.0,0,2,5.4510000000000005,6.176,1.4500000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00097,2026-01-13 11:00:00+00:00,train,sensor-central,4.349,60.0,35.0,0,2,4.011,4.349,0.6760000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00096,2026-01-13 14:00:00+00:00,train,sensor-north,8.421,60.0,5.0,0,2,8.344,8.421,0.15399999999999991,1.0,1,2026-02-15 08:00:00+00:00
s-00097,2026-01-13 14:00:00+00:00,train,sensor-central,4.365,60.0,0.0,0,2,4.5155,4.666,-0.30100000000000016,1.0,0,2026-02-15 08:00:00+00:00
s-00098,2026-01-13 14:00:00+00:00,train,sensor-coast,4.912,0.0,0.0,0,3,4.675,4.912,0.21499999999999986,2.0,0,2026-02-15 08:00:00+00:00
s-00097,2026-01-13 17:00:00+00:00,train,sensor-central,5.058,60.0,35.0,0,2,4.9115,5.058,0.29300000000000015,1.0,0,2026-02-15 08:00:00+00:00
s-00098,2026-01-13 17:00:00+00:00,train,sensor-coast,4.531,60.0,5.0,0,1,4.531,4.531,,0.0,0,2026-02-15 08:00:00+00:00
s-00099,2026-01-13 17:00:00+00:00,train,sensor-north,4.543,60.0,35.0,0,2,4.554,4.565,-0.02200000000000024,1.0,0,2026-02-15 08:00:00+00:00
s-00098,2026-01-13 20:00:00+00:00,train,sensor-coast,5.422,60.0,2.0,0,2,4.7885,5.422,1.2669999999999995,1.0,0,2026-02-15 08:00:00+00:00
s-00099,2026-01-13 20:00:00+00:00,train,sensor-north,4.334,60.0,1.0,0,2,4.692,5.05,-0.7160000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00100,2026-01-13 20:00:00+00:00,train,sensor-central,4.799,0.0,0.0,0,2,4.555,4.799,0.24400000000000022,2.0,0,2026-02-15 08:00:00+00:00
s-00099,2026-01-13 23:00:00+00:00,train,sensor-north,5.456,60.0,5.0,0,2,4.899,5.456,1.1140000000000008,1.0,0,2026-02-15 08:00:00+00:00
s-00100,2026-01-13 23:00:00+00:00,train,sensor-central,4.784,60.0,35.0,0,2,4.7665,4.784,0.03500000000000014,1.0,0,2026-02-15 08:00:00+00:00
s-00101,2026-01-13 23:00:00+00:00,train,sensor-coast,4.735,120.0,2.0,0,1,4.735,4.735,,0.0,0,2026-02-15 08:00:00+00:00
s-00100,2026-01-14 02:00:00+00:00,train,sensor-central,4.4,60.0,2.0,0,2,4.789,5.178,-0.7779999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00101,2026-01-14 02:00:00+00:00,train,sensor-coast,5.096,60.0,5.0,0,2,4.982,5.096,0.22799999999999976,1.0,0,2026-02-15 08:00:00+00:00
s-00102,2026-01-14 02:00:00+00:00,train,sensor-north,4.226,60.0,0.0,0,2,4.588,4.95,-0.7240000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00101,2026-01-14 05:00:00+00:00,train,sensor-coast,4.694,60.0,35.0,0,2,4.702,4.71,-0.016000000000000014,1.0,0,2026-02-15 08:00:00+00:00
s-00102,2026-01-14 05:00:00+00:00,train,sensor-north,4.988,60.0,35.0,0,2,5.0920000000000005,5.196,-0.2079999999999993,1.0,0,2026-02-15 08:00:00+00:00
s-00103,2026-01-14 05:00:00+00:00,train,sensor-central,3.706,60.0,1.0,0,1,3.706,3.706,,0.0,0,2026-02-15 08:00:00+00:00
s-00102,2026-01-14 08:00:00+00:00,train,sensor-north,5.427,0.0,0.0,0,3,4.933,5.427,0.5674999999999999,2.0,0,2026-02-15 08:00:00+00:00
s-00103,2026-01-14 08:00:00+00:00,train,sensor-central,4.693,60.0,2.0,0,2,4.576499999999999,4.693,0.23299999999999965,1.0,0,2026-02-15 08:00:00+00:00
s-00104,2026-01-14 08:00:00+00:00,train,sensor-coast,3.48,60.0,5.0,0,1,3.48,3.48,,0.0,0,2026-02-15 08:00:00+00:00
s-00103,2026-01-14 11:00:00+00:00,train,sensor-central,5.034,60.0,35.0,0,2,4.916,5.034,0.23599999999999977,1.0,0,2026-02-15 08:00:00+00:00
s-00104,2026-01-14 11:00:00+00:00,train,sensor-coast,5.076,60.0,35.0,0,1,5.076,5.076,,0.0,0,2026-02-15 08:00:00+00:00
s-00105,2026-01-14 11:00:00+00:00,train,sensor-north,4.667,120.0,1.0,0,1,4.667,4.667,,0.0,0,2026-02-15 08:00:00+00:00
s-00104,2026-01-14 14:00:00+00:00,train,sensor-coast,8.226,60.0,1.0,0,2,7.981,8.226,0.4900000000000011,1.0,1,2026-02-15 08:00:00+00:00
s-00105,2026-01-14 14:00:00+00:00,train,sensor-north,5.523,60.0,5.0,0,2,5.3705,5.523,0.3049999999999997,1.0,0,2026-02-15 08:00:00+00:00
s-00106,2026-01-14 14:00:00+00:00,train,sensor-central,3.676,120.0,0.0,0,1,3.676,3.676,,0.0,0,2026-02-15 08:00:00+00:00
s-00105,2026-01-14 17:00:00+00:00,train,sensor-north,8.941,60.0,2.0,0,2,8.495000000000001,8.941,0.8920000000000012,1.0,1,2026-02-15 08:00:00+00:00
s-00106,2026-01-14 17:00:00+00:00,train,sensor-central,4.858,60.0,35.0,0,2,4.7509999999999994,4.858,0.21399999999999952,1.0,0,2026-02-15 08:00:00+00:00
s-00107,2026-01-14 17:00:00+00:00,train,sensor-coast,4.107,60.0,2.0,0,2,4.1805,4.254,-0.14699999999999935,1.0,0,2026-02-15 08:00:00+00:00
s-00106,2026-01-14 20:00:00+00:00,train,sensor-central,5.662,60.0,2.0,0,2,5.737,5.812,-0.15000000000000036,1.0,0,2026-02-15 08:00:00+00:00
s-00107,2026-01-14 20:00:00+00:00,train,sensor-coast,5.582,60.0,35.0,0,2,5.115,5.582,0.9340000000000002,1.0,0,2026-02-15 08:00:00+00:00
