file_row,decision_time,shipment_id,decision_time_utc
358,2026-01-16T05:00:00Z,s-00119,2026-01-16 05:00:00+00:00
359,2026-01-16T08:00:00Z,s-00119,2026-01-16 08:00:00+00:00
360,2026-01-16T11:00:00Z,s-00119,2026-01-16 11:00:00+00:00
361,2026-01-16T08:00:00Z,s-00120,2026-01-16 08:00:00+00:00
362,2026-01-16T11:00:00Z,s-00120,2026-01-16 11:00:00+00:00
363,2026-01-16T14:00:00Z,s-00120,2026-01-16 14:00:00+00:00
364,2026-01-16T11:00:00Z,s-00121,2026-01-16 11:00:00+00:00
365,2026-01-16T14:00:00Z,s-00121,2026-01-16 14:00:00+00:00
366,2026-01-16T17:00:00Z,s-00121,2026-01-16 17:00:00+00:00
367,2026-01-16T14:00:00Z,s-00122,2026-01-16 14:00:00+00:00
368,2026-01-16T17:00:00Z,s-00122,2026-01-16 17:00:00+00:00
369,2026-01-16T20:00:00Z,s-00122,2026-01-16 20:00:00+00:00
370,2026-01-16T17:00:00Z,s-00123,2026-01-16 17:00:00+00:00
371,2026-01-16T20:00:00Z,s-00123,2026-01-16 20:00:00+00:00
372,2026-01-16T23:00:00Z,s-00123,2026-01-16 23:00:00+00:00
373,2026-01-16T20:00:00Z,s-00124,2026-01-16 20:00:00+00:00
374,2026-01-16T23:00:00Z,s-00124,2026-01-16 23:00:00+00:00
375,2026-01-17T02:00:00Z,s-00124,2026-01-17 02:00:00+00:00
376,2026-01-16T23:00:00Z,s-00125,2026-01-16 23:00:00+00:00
377,2026-01-17T02:00:00Z,s-00125,2026-01-17 02:00:00+00:00
378,2026-01-17T05:00:00Z,s-00125,2026-01-17 05:00:00+00:00
379,2026-01-17T02:00:00Z,s-00126,2026-01-17 02:00:00+00:00
380,2026-01-17T05:00:00Z,s-00126,2026-01-17 05:00:00+00:00
381,2026-01-17T08:00:00Z,s-00126,2026-01-17 08:00:00+00:00
382,2026-01-17T05:00:00Z,s-00127,2026-01-17 05:00:00+00:00
383,2026-01-17T08:00:00Z,s-00127,2026-01-17 08:00:00+00:00
384,2026-01-17T11:00:00Z,s-00127,2026-01-17 11:00:00+00:00
385,2026-01-17T08:00:00Z,s-00128,2026-01-17 08:00:00+00:00
386,2026-01-17T11:00:00Z,s-00128,2026-01-17 11:00:00+00:00
387,2026-01-17T14:00:00Z,s-00128,2026-01-17 14:00:00+00:00
388,2026-01-17T11:00:00Z,s-00129,2026-01-17 11:00:00+00:00
389,2026-01-17T14:00:00Z,s-00129,2026-01-17 14:00:00+00:00
390,2026-01-17T17:00:00Z,s-00129,2026-01-17 17:00:00+00:00
391,2026-01-17T14:00:00Z,s-00130,2026-01-17 14:00:00+00:00
392,2026-01-17T17:00:00Z,s-00130,2026-01-17 17:00:00+00:00
393,2026-01-17T20:00:00Z,s-00130,2026-01-17 20:00:00+00:00
394,2026-01-17T17:00:00Z,s-00131,2026-01-17 17:00:00+00:00
395,2026-01-17T20:00:00Z,s-00131,2026-01-17 20:00:00+00:00
396,2026-01-17T23:00:00Z,s-00131,2026-01-17 23:00:00+00:00
397,2026-01-17T20:00:00Z,s-00132,2026-01-17 20:00:00+00:00
398,2026-01-17T23:00:00Z,s-00132,2026-01-17 23:00:00+00:00
399,2026-01-18T02:00:00Z,s-00132,2026-01-18 02:00:00+00:00
400,2026-01-17T23:00:00Z,s-00133,2026-01-17 23:00:00+00:00
401,2026-01-18T02:00:00Z,s-00133,2026-01-18 02:00:00+00:00
402,2026-01-18T05:00:00Z,s-00133,2026-01-18 05:00:00+00:00
403,2026-01-18T02:00:00Z,s-00134,2026-01-18 02:00:00+00:00
404,2026-01-18T05:00:00Z,s-00134,2026-01-18 05:00:00+00:00
405,2026-01-18T08:00:00Z,s-00134,2026-01-18 08:00:00+00:00
406,2026-01-18T05:00:00Z,s-00135,2026-01-18 05:00:00+00:00
407,2026-01-18T08:00:00Z,s-00135,2026-01-18 08:00:00+00:00
408,2026-01-18T11:00:00Z,s-00135,2026-01-18 11:00:00+00:00
409,2026-01-18T08:00:00Z,s-00136,2026-01-18 08:00:00+00:00
410,2026-01-18T11:00:00Z,s-00136,2026-01-18 11:00:00+00:00
411,2026-01-18T14:00:00Z,s-00136,2026-01-18 14:00:00+00:00
412,2026-01-18T11:00:00Z,s-00137,2026-01-18 11:00:00+00:00
413,2026-01-18T14:00:00Z,s-00137,2026-01-18 14:00:00+00:00
414,2026-01-18T17:00:00Z,s-00137,2026-01-18 17:00:00+00:00
415,2026-01-18T14:00:00Z,s-00138,2026-01-18 14:00:00+00:00
416,2026-01-18T17:00:00Z,s-00138,2026-01-18 17:00:00+00:00
417,2026-01-18T20:00:00Z,s-00138,2026-01-18 20:00:00+00:00
418,2026-01-18T17:00:00Z,s-00139,2026-01-18 17:00:00+00:00
419,2026-01-18T20:00:00Z,s-00139,2026-01-18 20:00:00+00:00
420,2026-01-18T23:00:00Z,s-00139,2026-01-18 23:00:00+00:00
421,2026-01-18T20:00:00Z,s-00140,2026-01-18 20:00:00+00:00
422,2026-01-18T23:00:00Z,s-00140,2026-01-18 23:00:00+00:00
423,2026-01-19T02:00:00Z,s-00140,2026-01-19 02:00:00+00:00
424,2026-01-18T23:00:00Z,s-00141,2026-01-18 23:00:00+00:00
425,2026-01-19T02:00:00Z,s-00141,2026-01-19 02:00:00+00:00
426,2026-01-19T05:00:00Z,s-00141,2026-01-19 05:00:00+00:00
427,2026-01-19T02:00:00Z,s-00142,2026-01-19 02:00:00+00:00
428,2026-01-19T05:00:00Z,s-00142,2026-01-19 05:00:00+00:00
429,2026-01-19T08:00:00Z,s-00142,2026-01-19 08:00:00+00:00
430,2026-01-19T05:00:00Z,s-00143,2026-01-19 05:00:00+00:00
431,2026-01-19T08:00:00Z,s-00143,2026-01-19 08:00:00+00:00
432,2026-01-19T11:00:00Z,s-00143,2026-01-19 11:00:00+00:00
433,2026-01-19T08:00:00Z,s-00144,2026-01-19 08:00:00+00:00
434,2026-01-19T11:00:00Z,s-00144,2026-01-19 11:00:00+00:00
435,2026-01-19T14:00:00Z,s-00144,2026-01-19 14:00:00+00:00
436,2026-01-19T11:00:00Z,s-00145,2026-01-19 11:00:00+00:00
437,2026-01-19T14:00:00Z,s-00145,2026-01-19 14:00:00+00:00
438,2026-01-19T17:00:00Z,s-00145,2026-01-19 17:00:00+00:00
439,2026-01-19T14:00:00Z,s-00146,2026-01-19 14:00:00+00:00
440,2026-01-19T17:00:00Z,s-00146,2026-01-19 17:00:00+00:00
441,2026-01-19T20:00:00Z,s-00146,2026-01-19 20:00:00+00:00
442,2026-01-19T17:00:00Z,s-00147,2026-01-19 17:00:00+00:00
443,2026-01-19T20:00:00Z,s-00147,2026-01-19 20:00:00+00:00
444,2026-01-19T23:00:00Z,s-00147,2026-01-19 23:00:00+00:00
445,2026-01-19T20:00:00Z,s-00148,2026-01-19 20:00:00+00:00
446,2026-01-19T23:00:00Z,s-00148,2026-01-19 23:00:00+00:00
447,2026-01-20T02:00:00Z,s-00148,2026-01-20 02:00:00+00:00
448,2026-01-19T23:00:00Z,s-00149,2026-01-19 23:00:00+00:00
449,2026-01-20T02:00:00Z,s-00149,2026-01-20 02:00:00+00:00
450,2026-01-20T05:00:00Z,s-00149,2026-01-20 05:00:00+00:00
451,2026-01-20T02:00:00Z,s-00150,2026-01-20 02:00:00+00:00
452,2026-01-20T05:00:00Z,s-00150,2026-01-20 05:00:00+00:00
453,2026-01-20T08:00:00Z,s-00150,2026-01-20 08:00:00+00:00
454,2026-01-20T05:00:00Z,s-00151,2026-01-20 05:00:00+00:00
455,2026-01-20T08:00:00Z,s-00151,2026-01-20 08:00:00+00:00
456,2026-01-20T11:00:00Z,s-00151,2026-01-20 11:00:00+00:00
457,2026-01-20T08:00:00Z,s-00152,2026-01-20 08:00:00+00:00
458,2026-01-20T11:00:00Z,s-00152,2026-01-20 11:00:00+00:00
459,2026-01-20T14:00:00Z,s-00152,2026-01-20 14:00:00+00:00
460,2026-01-20T11:00:00Z,s-00153,2026-01-20 11:00:00+00:00
461,2026-01-20T14:00:00Z,s-00153,2026-01-20 14:00:00+00:00
462,2026-01-20T17:00:00Z,s-00153,2026-01-20 17:00:00+00:00
463,2026-01-20T14:00:00Z,s-00154,2026-01-20 14:00:00+00:00
464,2026-01-20T17:00:00Z,s-00154,2026-01-20 17:00:00+00:00
465,2026-01-20T20:00:00Z,s-00154,2026-01-20 20:00:00+00:00
466,2026-01-20T17:00:00Z,s-00155,2026-01-20 17:00:00+00:00
467,2026-01-20T20:00:00Z,s-00155,2026-01-20 20:00:00+00:00
468,2026-01-20T23:00:00Z,s-00155,2026-01-20 23:00:00+00:00
469,2026-01-20T20:00:00Z,s-00156,2026-01-20 20:00:00+00:00
470,2026-01-20T23:00:00Z,s-00156,2026-01-20 23:00:00+00:00
471,2026-01-21T02:00:00Z,s-00156,2026-01-21 02:00:00+00:00
472,2026-01-20T23:00:00Z,s-00157,2026-01-20 23:00:00+00:00
473,2026-01-21T02:00:00Z,s-00157,2026-01-21 02:00:00+00:00
474,2026-01-21T05:00:00Z,s-00157,2026-01-21 05:00:00+00:00
475,2026-01-21T02:00:00Z,s-00158,2026-01-21 02:00:00+00:00
476,2026-01-21T05:00:00Z,s-00158,2026-01-21 05:00:00+00:00
477,2026-01-21T08:00:00Z,s-00158,2026-01-21 08:00:00+00:00
478,2026-01-21T05:00:00Z,s-00159,2026-01-21 05:00:00+00:00
479,2026-01-21T08:00:00Z,s-00159,2026-01-21 08:00:00+00:00
480,2026-01-21T11:00:00Z,s-00159,2026-01-21 11:00:00+00:00
481,2026-01-21T08:00:00Z,s-00160,2026-01-21 08:00:00+00:00
482,2026-01-21T11:00:00Z,s-00160,2026-01-21 11:00:00+00:00
483,2026-01-21T14:00:00Z,s-00160,2026-01-21 14:00:00+00:00
484,2026-01-21T11:00:00Z,s-00161,2026-01-21 11:00:00+00:00
485,2026-01-21T14:00:00Z,s-00161,2026-01-21 14:00:00+00:00
486,2026-01-21T17:00:00Z,s-00161,2026-01-21 17:00:00+00:00
487,2026-01-21T14:00:00Z,s-00162,2026-01-21 14:00:00+00:00
488,2026-01-21T17:00:00Z,s-00162,2026-01-21 17:00:00+00:00
489,2026-01-21T20:00:00Z,s-00162,2026-01-21 20:00:00+00:00
490,2026-01-21T17:00:00Z,s-00163,2026-01-21 17:00:00+00:00
491,2026-01-21T20:00:00Z,s-00163,2026-01-21 20:00:00+00:00
492,2026-01-21T23:00:00Z,s-00163,2026-01-21 23:00:00+00:00
493,2026-01-21T20:00:00Z,s-00164,2026-01-21 20:00:00+00:00
494,2026-01-21T23:00:00Z,s-00164,2026-01-21 23:00:00+00:00
495,2026-01-22T02:00:00Z,s-00164,2026-01-22 02:00:00+00:00
496,2026-01-21T23:00:00Z,s-00165,2026-01-21 23:00:00+00:00
497,2026-01-22T02:00:00Z,s-00165,2026-01-22 02:00:00+00:00
498,2026-01-22T05:00:00Z,s-00165,2026-01-22 05:00:00+00:00
499,2026-01-22T02:00:00Z,s-00166,2026-01-22 02:00:00+00:00
500,2026-01-22T05:00:00Z,s-00166,2026-01-22 05:00:00+00:00
501,2026-01-22T08:00:00Z,s-00166,2026-01-22 08:00:00+00:00
502,2026-01-22T05:00:00Z,s-00167,2026-01-22 05:00:00+00:00
503,2026-01-22T08:00:00Z,s-00167,2026-01-22 08:00:00+00:00
504,2026-01-22T11:00:00Z,s-00167,2026-01-22 11:00:00+00:00
505,2026-01-22T08:00:00Z,s-00168,2026-01-22 08:00:00+00:00
506,2026-01-22T11:00:00Z,s-00168,2026-01-22 11:00:00+00:00
507,2026-01-22T14:00:00Z,s-00168,2026-01-22 14:00:00+00:00
508,2026-01-22T11:00:00Z,s-00169,2026-01-22 11:00:00+00:00
509,2026-01-22T14:00:00Z,s-00169,2026-01-22 14:00:00+00:00
510,2026-01-22T17:00:00Z,s-00169,2026-01-22 17:00:00+00:00
511,2026-01-22T14:00:00Z,s-00170,2026-01-22 14:00:00+00:00
512,2026-01-22T17:00:00Z,s-00170,2026-01-22 17:00:00+00:00
513,2026-01-22T20:00:00Z,s-00170,2026-01-22 20:00:00+00:00
514,2026-01-22T17:00:00Z,s-00171,2026-01-22 17:00:00+00:00
515,2026-01-22T20:00:00Z,s-00171,2026-01-22 20:00:00+00:00
516,2026-01-22T23:00:00Z,s-00171,2026-01-22 23:00:00+00:00
517,2026-01-22T20:00:00Z,s-00172,2026-01-22 20:00:00+00:00
518,2026-01-22T23:00:00Z,s-00172,2026-01-22 23:00:00+00:00
519,2026-01-23T02:00:00Z,s-00172,2026-01-23 02:00:00+00:00
520,2026-01-22T23:00:00Z,s-00173,2026-01-22 23:00:00+00:00
521,2026-01-23T02:00:00Z,s-00173,2026-01-23 02:00:00+00:00
522,2026-01-23T05:00:00Z,s-00173,2026-01-23 05:00:00+00:00
523,2026-01-23T02:00:00Z,s-00174,2026-01-23 02:00:00+00:00
524,2026-01-23T05:00:00Z,s-00174,2026-01-23 05:00:00+00:00
525,2026-01-23T08:00:00Z,s-00174,2026-01-23 08:00:00+00:00
526,2026-01-23T05:00:00Z,s-00175,2026-01-23 05:00:00+00:00
527,2026-01-23T08:00:00Z,s-00175,2026-01-23 08:00:00+00:00
528,2026-01-23T11:00:00Z,s-00175,2026-01-23 11:00:00+00:00
529,2026-01-23T08:00:00Z,s-00176,2026-01-23 08:00:00+00:00
530,2026-01-23T11:00:00Z,s-00176,2026-01-23 11:00:00+00:00
531,2026-01-23T14:00:00Z,s-00176,2026-01-23 14:00:00+00:00
532,2026-01-23T11:00:00Z,s-00177,2026-01-23 11:00:00+00:00
533,2026-01-23T14:00:00Z,s-00177,2026-01-23 14:00:00+00:00
534,2026-01-23T17:00:00Z,s-00177,2026-01-23 17:00:00+00:00
535,2026-01-23T14:00:00Z,s-00178,2026-01-23 14:00:00+00:00
536,2026-01-23T17:00:00Z,s-00178,2026-01-23 17:00:00+00:00
537,2026-01-23T20:00:00Z,s-00178,2026-01-23 20:00:00+00:00
538,2026-01-23T17:00:00Z,s-00179,2026-01-23 17:00:00+00:00
539,2026-01-23T20:00:00Z,s-00179,2026-01-23 20:00:00+00:00
540,2026-01-23T23:00:00Z,s-00179,2026-01-23 23:00:00+00:00
541,2026-01-23T20:00:00Z,s-00180,2026-01-23 20:00:00+00:00
542,2026-01-23T23:00:00Z,s-00180,2026-01-23 23:00:00+00:00
543,2026-01-24T02:00:00Z,s-00180,2026-01-24 02:00:00+00:00
544,2026-01-23T23:00:00Z,s-00181,2026-01-23 23:00:00+00:00
545,2026-01-24T02:00:00Z,s-00181,2026-01-24 02:00:00+00:00
546,2026-01-24T05:00:00Z,s-00181,2026-01-24 05:00:00+00:00
547,2026-01-24T02:00:00Z,s-00182,2026-01-24 02:00:00+00:00
548,2026-01-24T05:00:00Z,s-00182,2026-01-24 05:00:00+00:00
549,2026-01-24T08:00:00Z,s-00182,2026-01-24 08:00:00+00:00
550,2026-01-24T05:00:00Z,s-00183,2026-01-24 05:00:00+00:00
551,2026-01-24T08:00:00Z,s-00183,2026-01-24 08:00:00+00:00
552,2026-01-24T11:00:00Z,s-00183,2026-01-24 11:00:00+00:00
553,2026-01-24T08:00:00Z,s-00184,2026-01-24 08:00:00+00:00
554,2026-01-24T11:00:00Z,s-00184,2026-01-24 11:00:00+00:00
555,2026-01-24T14:00:00Z,s-00184,2026-01-24 14:00:00+00:00
556,2026-01-24T11:00:00Z,s-00185,2026-01-24 11:00:00+00:00
557,2026-01-24T14:00:00Z,s-00185,2026-01-24 14:00:00+00:00
558,2026-01-24T17:00:00Z,s-00185,2026-01-24 17:00:00+00:00
559,2026-01-24T14:00:00Z,s-00186,2026-01-24 14:00:00+00:00
560,2026-01-24T17:00:00Z,s-00186,2026-01-24 17:00:00+00:00
561,2026-01-24T20:00:00Z,s-00186,2026-01-24 20:00:00+00:00
562,2026-01-24T17:00:00Z,s-00187,2026-01-24 17:00:00+00:00
563,2026-01-24T20:00:00Z,s-00187,2026-01-24 20:00:00+00:00
564,2026-01-24T23:00:00Z,s-00187,2026-01-24 23:00:00+00:00
565,2026-01-24T20:00:00Z,s-00188,2026-01-24 20:00:00+00:00
566,2026-01-24T23:00:00Z,s-00188,2026-01-24 23:00:00+00:00
567,2026-01-25T02:00:00Z,s-00188,2026-01-25 02:00:00+00:00
568,2026-01-24T23:00:00Z,s-00189,2026-01-24 23:00:00+00:00
569,2026-01-25T02:00:00Z,s-00189,2026-01-25 02:00:00+00:00
570,2026-01-25T05:00:00Z,s-00189,2026-01-25 05:00:00+00:00
571,2026-01-25T02:00:00Z,s-00190,2026-01-25 02:00:00+00:00
572,2026-01-25T05:00:00Z,s-00190,2026-01-25 05:00:00+00:00
573,2026-01-25T08:00:00Z,s-00190,2026-01-25 08:00:00+00:00
574,2026-01-25T05:00:00Z,s-00191,2026-01-25 05:00:00+00:00
575,2026-01-25T08:00:00Z,s-00191,2026-01-25 08:00:00+00:00
576,2026-01-25T11:00:00Z,s-00191,2026-01-25 11:00:00+00:00
577,2026-01-25T08:00:00Z,s-00192,2026-01-25 08:00:00+00:00
578,2026-01-25T11:00:00Z,s-00192,2026-01-25 11:00:00+00:00
579,2026-01-25T14:00:00Z,s-00192,2026-01-25 14:00:00+00:00
580,2026-01-25T11:00:00Z,s-00193,2026-01-25 11:00:00+00:00
581,2026-01-25T14:00:00Z,s-00193,2026-01-25 14:00:00+00:00
582,2026-01-25T17:00:00Z,s-00193,2026-01-25 17:00:00+00:00
583,2026-01-25T14:00:00Z,s-00194,2026-01-25 14:00:00+00:00
584,2026-01-25T17:00:00Z,s-00194,2026-01-25 17:00:00+00:00
585,2026-01-25T20:00:00Z,s-00194,2026-01-25 20:00:00+00:00
586,2026-01-25T17:00:00Z,s-00195,2026-01-25 17:00:00+00:00
587,2026-01-25T20:00:00Z,s-00195,2026-01-25 20:00:00+00:00
588,2026-01-25T23:00:00Z,s-00195,2026-01-25 23:00:00+00:00
589,2026-01-25T20:00:00Z,s-00196,2026-01-25 20:00:00+00:00
590,2026-01-25T23:00:00Z,s-00196,2026-01-25 23:00:00+00:00
591,2026-01-26T02:00:00Z,s-00196,2026-01-26 02:00:00+00:00
592,2026-01-25T23:00:00Z,s-00197,2026-01-25 23:00:00+00:00
593,2026-01-26T02:00:00Z,s-00197,2026-01-26 02:00:00+00:00
594,2026-01-26T05:00:00Z,s-00197,2026-01-26 05:00:00+00:00
595,2026-01-26T02:00:00Z,s-00198,2026-01-26 02:00:00+00:00
596,2026-01-26T05:00:00Z,s-00198,2026-01-26 05:00:00+00:00
597,2026-01-26T08:00:00Z,s-00198,2026-01-26 08:00:00+00:00
598,2026-01-26T05:00:00Z,s-00199,2026-01-26 05:00:00+00:00
599,2026-01-26T08:00:00Z,s-00199,2026-01-26 08:00:00+00:00
600,2026-01-26T11:00:00Z,s-00199,2026-01-26 11:00:00+00:00
601,2026-01-26T08:00:00Z,s-00200,2026-01-26 08:00:00+00:00
602,2026-01-26T11:00:00Z,s-00200,2026-01-26 11:00:00+00:00
603,2026-01-26T14:00:00Z,s-00200,2026-01-26 14:00:00+00:00
604,2026-01-26T11:00:00Z,s-00201,2026-01-26 11:00:00+00:00
605,2026-01-26T14:00:00Z,s-00201,2026-01-26 14:00:00+00:00
606,2026-01-26T17:00:00Z,s-00201,2026-01-26 17:00:00+00:00
607,2026-01-26T14:00:00Z,s-00202,2026-01-26 14:00:00+00:00
608,2026-01-26T17:00:00Z,s-00202,2026-01-26 17:00:00+00:00
609,2026-01-26T20:00:00Z,s-00202,2026-01-26 20:00:00+00:00
610,2026-01-26T17:00:00Z,s-00203,2026-01-26 17:00:00+00:00
611,2026-01-26T20:00:00Z,s-00203,2026-01-26 20:00:00+00:00
612,2026-01-26T23:00:00Z,s-00203,2026-01-26 23:00:00+00:00
613,2026-01-26T20:00:00Z,s-00204,2026-01-26 20:00:00+00:00
614,2026-01-26T23:00:00Z,s-00204,2026-01-26 23:00:00+00:00
615,2026-01-27T02:00:00Z,s-00204,2026-01-27 02:00:00+00:00
616,2026-01-26T23:00:00Z,s-00205,2026-01-26 23:00:00+00:00
617,2026-01-27T02:00:00Z,s-00205,2026-01-27 02:00:00+00:00
618,2026-01-27T05:00:00Z,s-00205,2026-01-27 05:00:00+00:00
619,2026-01-27T02:00:00Z,s-00206,2026-01-27 02:00:00+00:00
620,2026-01-27T05:00:00Z,s-00206,2026-01-27 05:00:00+00:00
621,2026-01-27T08:00:00Z,s-00206,2026-01-27 08:00:00+00:00
622,2026-01-27T05:00:00Z,s-00207,2026-01-27 05:00:00+00:00
623,2026-01-27T08:00:00Z,s-00207,2026-01-27 08:00:00+00:00
624,2026-01-27T11:00:00Z,s-00207,2026-01-27 11:00:00+00:00
625,2026-01-27T08:00:00Z,s-00208,2026-01-27 08:00:00+00:00
626,2026-01-27T11:00:00Z,s-00208,2026-01-27 11:00:00+00:00
627,2026-01-27T14:00:00Z,s-00208,2026-01-27 14:00:00+00:00
628,2026-01-27T11:00:00Z,s-00209,2026-01-27 11:00:00+00:00
629,2026-01-27T14:00:00Z,s-00209,2026-01-27 14:00:00+00:00
630,2026-01-27T17:00:00Z,s-00209,2026-01-27 17:00:00+00:00
631,2026-01-27T14:00:00Z,s-00210,2026-01-27 14:00:00+00:00
632,2026-01-27T17:00:00Z,s-00210,2026-01-27 17:00:00+00:00
633,2026-01-27T20:00:00Z,s-00210,2026-01-27 20:00:00+00:00
634,2026-01-27T17:00:00Z,s-00211,2026-01-27 17:00:00+00:00
635,2026-01-27T20:00:00Z,s-00211,2026-01-27 20:00:00+00:00
636,2026-01-27T23:00:00Z,s-00211,2026-01-27 23:00:00+00:00
637,2026-01-27T20:00:00Z,s-00212,2026-01-27 20:00:00+00:00
638,2026-01-27T23:00:00Z,s-00212,2026-01-27 23:00:00+00:00
639,2026-01-28T02:00:00Z,s-00212,2026-01-28 02:00:00+00:00
640,2026-01-27T23:00:00Z,s-00213,2026-01-27 23:00:00+00:00
641,2026-01-28T02:00:00Z,s-00213,2026-01-28 02:00:00+00:00
642,2026-01-28T05:00:00Z,s-00213,2026-01-28 05:00:00+00:00
643,2026-01-28T02:00:00Z,s-00214,2026-01-28 02:00:00+00:00
644,2026-01-28T05:00:00Z,s-00214,2026-01-28 05:00:00+00:00
645,2026-01-28T08:00:00Z,s-00214,2026-01-28 08:00:00+00:00
646,2026-01-28T05:00:00Z,s-00215,2026-01-28 05:00:00+00:00
647,2026-01-28T08:00:00Z,s-00215,2026-01-28 08:00:00+00:00
648,2026-01-28T11:00:00Z,s-00215,2026-01-28 11:00:00+00:00
649,2026-01-28T08:00:00Z,s-00216,2026-01-28 08:00:00+00:00
650,2026-01-28T11:00:00Z,s-00216,2026-01-28 11:00:00+00:00
651,2026-01-28T14:00:00Z,s-00216,2026-01-28 14:00:00+00:00
652,2026-01-28T11:00:00Z,s-00217,2026-01-28 11:00:00+00:00
653,2026-01-28T14:00:00Z,s-00217,2026-01-28 14:00:00+00:00
654,2026-01-28T17:00:00Z,s-00217,2026-01-28 17:00:00+00:00
655,2026-01-28T14:00:00Z,s-00218,2026-01-28 14:00:00+00:00
656,2026-01-28T17:00:00Z,s-00218,2026-01-28 17:00:00+00:00
657,2026-01-28T20:00:00Z,s-00218,2026-01-28 20:00:00+00:00
658,2026-01-28T17:00:00Z,s-00219,2026-01-28 17:00:00+00:00
659,2026-01-28T20:00:00Z,s-00219,2026-01-28 20:00:00+00:00
660,2026-01-28T23:00:00Z,s-00219,2026-01-28 23:00:00+00:00
661,2026-01-28T20:00:00Z,s-00220,2026-01-28 20:00:00+00:00
662,2026-01-28T23:00:00Z,s-00220,2026-01-28 23:00:00+00:00
663,2026-01-29T02:00:00Z,s-00220,2026-01-29 02:00:00+00:00
664,2026-01-28T23:00:00Z,s-00221,2026-01-28 23:00:00+00:00
665,2026-01-29T02:00:00Z,s-00221,2026-01-29 02:00:00+00:00
666,2026-01-29T05:00:00Z,s-00221,2026-01-29 05:00:00+00:00
667,2026-01-29T02:00:00Z,s-00222,2026-01-29 02:00:00+00:00
668,2026-01-29T05:00:00Z,s-00222,2026-01-29 05:00:00+00:00
669,2026-01-29T08:00:00Z,s-00222,2026-01-29 08:00:00+00:00
670,2026-01-29T05:00:00Z,s-00223,2026-01-29 05:00:00+00:00
671,2026-01-29T08:00:00Z,s-00223,2026-01-29 08:00:00+00:00
672,2026-01-29T11:00:00Z,s-00223,2026-01-29 11:00:00+00:00
673,2026-01-29T08:00:00Z,s-00224,2026-01-29 08:00:00+00:00
674,2026-01-29T11:00:00Z,s-00224,2026-01-29 11:00:00+00:00
675,2026-01-29T14:00:00Z,s-00224,2026-01-29 14:00:00+00:00
676,2026-01-29T11:00:00Z,s-00225,2026-01-29 11:00:00+00:00
677,2026-01-29T14:00:00Z,s-00225,2026-01-29 14:00:00+00:00
678,2026-01-29T17:00:00Z,s-00225,2026-01-29 17:00:00+00:00
679,2026-01-29T14:00:00Z,s-00226,2026-01-29 14:00:00+00:00
680,2026-01-29T17:00:00Z,s-00226,2026-01-29 17:00:00+00:00
681,2026-01-29T20:00:00Z,s-00226,2026-01-29 20:00:00+00:00
682,2026-01-29T17:00:00Z,s-00227,2026-01-29 17:00:00+00:00
683,2026-01-29T20:00:00Z,s-00227,2026-01-29 20:00:00+00:00
684,2026-01-29T23:00:00Z,s-00227,2026-01-29 23:00:00+00:00
685,2026-01-29T20:00:00Z,s-00228,2026-01-29 20:00:00+00:00
686,2026-01-29T23:00:00Z,s-00228,2026-01-29 23:00:00+00:00
687,2026-01-30T02:00:00Z,s-00228,2026-01-30 02:00:00+00:00
688,2026-01-29T23:00:00Z,s-00229,2026-01-29 23:00:00+00:00
689,2026-01-30T02:00:00Z,s-00229,2026-01-30 02:00:00+00:00
690,2026-01-30T05:00:00Z,s-00229,2026-01-30 05:00:00+00:00
691,2026-01-30T02:00:00Z,s-00230,2026-01-30 02:00:00+00:00
692,2026-01-30T05:00:00Z,s-00230,2026-01-30 05:00:00+00:00
693,2026-01-30T08:00:00Z,s-00230,2026-01-30 08:00:00+00:00
694,2026-01-30T05:00:00Z,s-00231,2026-01-30 05:00:00+00:00
695,2026-01-30T08:00:00Z,s-00231,2026-01-30 08:00:00+00:00
696,2026-01-30T11:00:00Z,s-00231,2026-01-30 11:00:00+00:00
697,2026-01-30T08:00:00Z,s-00232,2026-01-30 08:00:00+00:00
698,2026-01-30T11:00:00Z,s-00232,2026-01-30 11:00:00+00:00
699,2026-01-30T14:00:00Z,s-00232,2026-01-30 14:00:00+00:00
700,2026-01-30T11:00:00Z,s-00233,2026-01-30 11:00:00+00:00
701,2026-01-30T14:00:00Z,s-00233,2026-01-30 14:00:00+00:00
702,2026-01-30T17:00:00Z,s-00233,2026-01-30 17:00:00+00:00
703,2026-01-30T14:00:00Z,s-00234,2026-01-30 14:00:00+00:00
704,2026-01-30T17:00:00Z,s-00234,2026-01-30 17:00:00+00:00
705,2026-01-30T20:00:00Z,s-00234,2026-01-30 20:00:00+00:00
706,2026-01-30T17:00:00Z,s-00235,2026-01-30 17:00:00+00:00
707,2026-01-30T20:00:00Z,s-00235,2026-01-30 20:00:00+00:00
708,2026-01-30T23:00:00Z,s-00235,2026-01-30 23:00:00+00:00
709,2026-01-30T20:00:00Z,s-00236,2026-01-30 20:00:00+00:00
710,2026-01-30T23:00:00Z,s-00236,2026-01-30 23:00:00+00:00
711,2026-01-31T02:00:00Z,s-00236,2026-01-31 02:00:00+00:00
712,2026-01-30T23:00:00Z,s-00237,2026-01-30 23:00:00+00:00
713,2026-01-31T02:00:00Z,s-00237,2026-01-31 02:00:00+00:00
714,2026-01-31T05:00:00Z,s-00237,2026-01-31 05:00:00+00:00
715,2026-01-31T02:00:00Z,s-00238,2026-01-31 02:00:00+00:00
