file_row,device_time,event_id,kind,payload,received_at,revision,shipment_id,source,value,payload.firmware,payload.correction,device_time_utc,received_at_utc
2299,2026-01-16T22:00:00Z,s-00123-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-01-16T22:35:00Z,1,s-00123,sensor-north,8.158,4.8.1,,2026-01-16 22:00:00+00:00,2026-01-16 22:35:00+00:00
2300,2026-01-16T22:00:00Z,s-00126-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-01-16T22:05:00Z,1,s-00126,sensor-north,4.25,4.8.1,,2026-01-16 22:00:00+00:00,2026-01-16 22:05:00+00:00
2301,2026-01-16T20:00:00Z,s-00126-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-01-16T23:00:00Z,1,s-00126,sensor-north,3.558,4.8.1,,2026-01-16 20:00:00+00:00,2026-01-16 23:00:00+00:00
2302,2026-01-16T23:00:00Z,s-00124-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-01-16T23:01:00Z,1,s-00124,sensor-central,4.764,4.8.1,,2026-01-16 23:00:00+00:00,2026-01-16 23:01:00+00:00
2303,2026-01-16T23:00:00Z,s-00124-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-01-16T23:01:00Z,1,s-00124,sensor-central,4.764,4.8.1,,2026-01-16 23:00:00+00:00,2026-01-16 23:01:00+00:00
2304,2026-01-16T23:00:00Z,s-00125-temp-08,temperature_c,"{""firmware"":""4.7.9""}",2026-01-16T23:01:00Z,1,s-00125,sensor-coast,5.1,4.7.9,,2026-01-16 23:00:00+00:00,2026-01-16 23:01:00+00:00
2305,2026-01-16T23:00:00Z,s-00127-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-01-16T23:02:00Z,1,s-00127,sensor-central,3.094,4.8.1,,2026-01-16 23:00:00+00:00,2026-01-16 23:02:00+00:00
2306,2026-01-16T23:00:00Z,s-00123-temp-14,temperature_c,"{""firmware"":""4.8.1""}",2026-01-16T23:05:00Z,1,s-00123,sensor-north,10.365,4.8.1,,2026-01-16 23:00:00+00:00,2026-01-16 23:05:00+00:00
2307,2026-01-16T23:00:00Z,s-00126-temp-05,temperature_c,"{""firmware"":""4.8.1""}",2026-01-16T23:35:00Z,1,s-00126,sensor-north,4.409,4.8.1,,2026-01-16 23:00:00+00:00,2026-01-16 23:35:00+00:00
2308,2026-01-16T21:00:00Z,s-00122-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T00:00:00Z,1,s-00122,sensor-coast,5.96,4.8.1,,2026-01-16 21:00:00+00:00,2026-01-17 00:00:00+00:00
2309,2026-01-16T21:00:00Z,s-00126-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T00:00:00Z,1,s-00126,sensor-north,4.535,4.8.1,,2026-01-16 21:00:00+00:00,2026-01-17 00:00:00+00:00
2310,2026-01-16T21:00:00Z,s-00127-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T00:00:00Z,1,s-00127,sensor-central,3.668,4.8.1,,2026-01-16 21:00:00+00:00,2026-01-17 00:00:00+00:00
2311,2026-01-17T00:00:00Z,s-00124-temp-12,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T00:01:00Z,1,s-00124,sensor-central,4.981,4.8.1,,2026-01-17 00:00:00+00:00,2026-01-17 00:01:00+00:00
2312,2026-01-17T00:00:00Z,s-00126-temp-06,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T00:02:00Z,1,s-00126,sensor-north,5.377,4.8.1,,2026-01-17 00:00:00+00:00,2026-01-17 00:02:00+00:00
2313,2026-01-17T00:00:00Z,s-00128-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T00:02:00Z,1,s-00128,sensor-coast,4.434,4.8.1,,2026-01-17 00:00:00+00:00,2026-01-17 00:02:00+00:00
2314,2026-01-17T01:00:00Z,s-00127-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T01:00:00Z,1,s-00127,sensor-central,3.963,4.8.1,,2026-01-17 01:00:00+00:00,2026-01-17 01:00:00+00:00
2315,2026-01-17T01:00:00Z,s-00127-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T01:00:00Z,1,s-00127,sensor-central,3.963,4.8.1,,2026-01-17 01:00:00+00:00,2026-01-17 01:00:00+00:00
2316,2026-01-17T01:00:00Z,s-00126-temp-07,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T01:01:00Z,1,s-00126,sensor-north,4.376,4.8.1,,2026-01-17 01:00:00+00:00,2026-01-17 01:01:00+00:00
2317,2026-01-17T01:00:00Z,s-00125-temp-10,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T01:02:00Z,1,s-00125,sensor-coast,5.291,4.7.9,,2026-01-17 01:00:00+00:00,2026-01-17 01:02:00+00:00
2318,2026-01-17T01:00:00Z,s-00128-temp-01,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T01:35:00Z,1,s-00128,sensor-coast,3.969,4.8.1,,2026-01-17 01:00:00+00:00,2026-01-17 01:35:00+00:00
2319,2026-01-17T02:00:00Z,s-00128-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T02:00:00Z,1,s-00128,sensor-coast,4.324,4.8.1,,2026-01-17 02:00:00+00:00,2026-01-17 02:00:00+00:00
2320,2026-01-17T02:00:00Z,s-00124-temp-14,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T02:05:00Z,1,s-00124,sensor-central,4.802,4.8.1,,2026-01-17 02:00:00+00:00,2026-01-17 02:05:00+00:00
2321,2026-01-16T18:00:00Z,s-00123-ticket,door_open,"{""firmware"":null}",2026-01-17T02:32:00Z,1,s-00123,ops-console,1.0,,,2026-01-16 18:00:00+00:00,2026-01-17 02:32:00+00:00
2322,2026-01-17T02:00:00Z,s-00127-temp-05,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T02:35:00Z,1,s-00127,sensor-central,4.064,4.8.1,,2026-01-17 02:00:00+00:00,2026-01-17 02:35:00+00:00
2323,2026-01-17T00:00:00Z,s-00123-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T03:00:00Z,1,s-00123,sensor-north,10.784,4.8.1,,2026-01-17 00:00:00+00:00,2026-01-17 03:00:00+00:00
2324,2026-01-17T00:00:00Z,s-00125-temp-09,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T03:00:00Z,1,s-00125,sensor-coast,4.676,4.7.9,,2026-01-17 00:00:00+00:00,2026-01-17 03:00:00+00:00
2325,2026-01-17T00:00:00Z,s-00127-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T03:00:00Z,1,s-00127,sensor-central,3.628,4.8.1,,2026-01-17 00:00:00+00:00,2026-01-17 03:00:00+00:00
2326,2026-01-17T03:00:00Z,s-00126-temp-09,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T03:01:00Z,1,s-00126,sensor-north,4.95,4.8.1,,2026-01-17 03:00:00+00:00,2026-01-17 03:01:00+00:00
2327,2026-01-17T03:00:00Z,s-00128-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T03:01:00Z,1,s-00128,sensor-coast,3.957,4.8.1,,2026-01-17 03:00:00+00:00,2026-01-17 03:01:00+00:00
2328,2026-01-17T03:00:00Z,s-00124-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T03:02:00Z,1,s-00124,sensor-central,4.688,4.8.1,,2026-01-17 03:00:00+00:00,2026-01-17 03:02:00+00:00
2329,2026-01-17T03:00:00Z,s-00125-temp-12,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T03:05:00Z,1,s-00125,sensor-coast,7.959,4.7.9,,2026-01-17 03:00:00+00:00,2026-01-17 03:05:00+00:00
2330,2026-01-17T03:00:00Z,s-00127-temp-06,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T03:35:00Z,1,s-00127,sensor-central,4.249,4.8.1,,2026-01-17 03:00:00+00:00,2026-01-17 03:35:00+00:00
2331,2026-01-17T03:00:00Z,s-00129-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T03:35:00Z,1,s-00129,sensor-north,4.252,4.8.1,,2026-01-17 03:00:00+00:00,2026-01-17 03:35:00+00:00
2332,2026-01-17T01:00:00Z,s-00124-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T04:00:00Z,1,s-00124,sensor-central,4.13,4.8.1,,2026-01-17 01:00:00+00:00,2026-01-17 04:00:00+00:00
2333,2026-01-17T04:00:00Z,s-00129-temp-01,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T04:00:00Z,1,s-00129,sensor-north,4.122,4.8.1,,2026-01-17 04:00:00+00:00,2026-01-17 04:00:00+00:00
2334,2026-01-17T04:00:00Z,s-00128-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T04:01:00Z,1,s-00128,sensor-coast,3.032,4.8.1,,2026-01-17 04:00:00+00:00,2026-01-17 04:01:00+00:00
2335,2026-01-17T04:00:00Z,s-00128-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T04:01:00Z,1,s-00128,sensor-coast,3.032,4.8.1,,2026-01-17 04:00:00+00:00,2026-01-17 04:01:00+00:00
2336,2026-01-17T04:00:00Z,s-00127-temp-07,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T04:05:00Z,1,s-00127,sensor-central,5.183,4.8.1,,2026-01-17 04:00:00+00:00,2026-01-17 04:05:00+00:00
2337,2026-01-17T02:00:00Z,s-00125-temp-11,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T05:00:00Z,1,s-00125,sensor-coast,5.953,4.7.9,,2026-01-17 02:00:00+00:00,2026-01-17 05:00:00+00:00
2338,2026-01-17T05:00:00Z,s-00129-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T05:00:00Z,1,s-00129,sensor-north,3.684,4.8.1,,2026-01-17 05:00:00+00:00,2026-01-17 05:00:00+00:00
2339,2026-01-17T02:00:00Z,s-00126-temp-08,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T05:00:00Z,1,s-00126,sensor-north,4.886,4.8.1,,2026-01-17 02:00:00+00:00,2026-01-17 05:00:00+00:00
2340,2026-01-17T05:00:00Z,s-00127-temp-08,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T05:00:00Z,1,s-00127,sensor-central,4.17,4.8.1,,2026-01-17 05:00:00+00:00,2026-01-17 05:00:00+00:00
2341,2026-01-17T02:00:00Z,s-00125-temp-11,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T05:00:00Z,1,s-00125,sensor-coast,5.953,4.7.9,,2026-01-17 02:00:00+00:00,2026-01-17 05:00:00+00:00
2342,2026-01-17T05:00:00Z,s-00128-temp-05,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T05:01:00Z,1,s-00128,sensor-coast,3.723,4.8.1,,2026-01-17 05:00:00+00:00,2026-01-17 05:01:00+00:00
2343,2026-01-17T05:00:00Z,s-00126-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T05:05:00Z,1,s-00126,sensor-north,5.164,4.8.1,,2026-01-17 05:00:00+00:00,2026-01-17 05:05:00+00:00
2344,2026-01-17T05:00:00Z,s-00126-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T05:05:00Z,1,s-00126,sensor-north,5.164,4.8.1,,2026-01-17 05:00:00+00:00,2026-01-17 05:05:00+00:00
2345,2026-01-17T05:00:00Z,s-00125-temp-14,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T05:35:00Z,1,s-00125,sensor-coast,10.572,4.7.9,,2026-01-17 05:00:00+00:00,2026-01-17 05:35:00+00:00
2346,2026-01-17T06:00:00Z,s-00126-temp-12,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T06:02:00Z,1,s-00126,sensor-north,4.006,4.8.1,,2026-01-17 06:00:00+00:00,2026-01-17 06:02:00+00:00
2347,2026-01-17T06:00:00Z,s-00127-temp-09,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T06:02:00Z,1,s-00127,sensor-central,4.069,4.8.1,,2026-01-17 06:00:00+00:00,2026-01-17 06:02:00+00:00
2348,2026-01-17T06:00:00Z,s-00128-temp-06,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T06:05:00Z,1,s-00128,sensor-coast,4.779,4.8.1,,2026-01-17 06:00:00+00:00,2026-01-17 06:05:00+00:00
2349,2026-01-17T06:00:00Z,s-00130-temp-00,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T06:05:00Z,1,s-00130,sensor-central,3.935,4.7.9,,2026-01-17 06:00:00+00:00,2026-01-17 06:05:00+00:00
2350,2026-01-17T06:00:00Z,s-00125-temp-15,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T06:35:00Z,1,s-00125,sensor-coast,10.52,4.7.9,,2026-01-17 06:00:00+00:00,2026-01-17 06:35:00+00:00
2351,2026-01-17T06:00:00Z,s-00129-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T06:35:00Z,1,s-00129,sensor-north,4.856,4.8.1,,2026-01-17 06:00:00+00:00,2026-01-17 06:35:00+00:00
2352,2026-01-17T04:00:00Z,s-00125-temp-13,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T07:00:00Z,1,s-00125,sensor-coast,7.899,4.7.9,,2026-01-17 04:00:00+00:00,2026-01-17 07:00:00+00:00
2353,2026-01-17T04:00:00Z,s-00126-temp-10,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T07:00:00Z,1,s-00126,sensor-north,4.439,4.8.1,,2026-01-17 04:00:00+00:00,2026-01-17 07:00:00+00:00
2354,2026-01-17T07:00:00Z,s-00128-temp-07,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T07:00:00Z,1,s-00128,sensor-coast,4.916,4.8.1,,2026-01-17 07:00:00+00:00,2026-01-17 07:00:00+00:00
2355,2026-01-17T07:00:00Z,s-00126-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T07:01:00Z,1,s-00126,sensor-north,4.321,4.8.1,,2026-01-17 07:00:00+00:00,2026-01-17 07:01:00+00:00
2356,2026-01-17T07:00:00Z,s-00130-temp-01,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T07:02:00Z,1,s-00130,sensor-central,4.073,4.7.9,,2026-01-17 07:00:00+00:00,2026-01-17 07:02:00+00:00
2357,2026-01-17T07:00:00Z,s-00127-temp-10,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T07:05:00Z,1,s-00127,sensor-central,4.904,4.8.1,,2026-01-17 07:00:00+00:00,2026-01-17 07:05:00+00:00
2358,2026-01-17T07:00:00Z,s-00129-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T07:35:00Z,1,s-00129,sensor-north,3.369,4.8.1,,2026-01-17 07:00:00+00:00,2026-01-17 07:35:00+00:00
2359,2026-01-17T07:00:00Z,s-00129-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T07:35:00Z,1,s-00129,sensor-north,3.369,4.8.1,,2026-01-17 07:00:00+00:00,2026-01-17 07:35:00+00:00
2360,2026-01-17T08:00:00Z,s-00130-temp-02,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T08:02:00Z,1,s-00130,sensor-central,4.609,4.7.9,,2026-01-17 08:00:00+00:00,2026-01-17 08:02:00+00:00
2361,2026-01-17T00:00:00Z,s-00125-ticket,door_open,"{""firmware"":null}",2026-01-17T08:34:00Z,1,s-00125,ops-console,1.0,,,2026-01-17 00:00:00+00:00,2026-01-17 08:34:00+00:00
2362,2026-01-17T08:00:00Z,s-00126-temp-14,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T08:35:00Z,1,s-00126,sensor-north,5.356,4.8.1,,2026-01-17 08:00:00+00:00,2026-01-17 08:35:00+00:00
2363,2026-01-17T08:00:00Z,s-00127-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T08:35:00Z,1,s-00127,sensor-central,3.983,4.8.1,,2026-01-17 08:00:00+00:00,2026-01-17 08:35:00+00:00
2364,2026-01-17T08:00:00Z,s-00127-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T08:35:00Z,1,s-00127,sensor-central,3.983,4.8.1,,2026-01-17 08:00:00+00:00,2026-01-17 08:35:00+00:00
2365,2026-01-17T08:00:00Z,s-00128-temp-08,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T08:35:00Z,1,s-00128,sensor-coast,4.995,4.8.1,,2026-01-17 08:00:00+00:00,2026-01-17 08:35:00+00:00
2366,2026-01-17T09:00:00Z,s-00126-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T09:01:00Z,1,s-00126,sensor-north,4.318,4.8.1,,2026-01-17 09:00:00+00:00,2026-01-17 09:01:00+00:00
2367,2026-01-17T09:00:00Z,s-00131-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T09:01:00Z,1,s-00131,sensor-coast,4.532,4.8.1,,2026-01-17 09:00:00+00:00,2026-01-17 09:01:00+00:00
2368,2026-01-17T09:00:00Z,s-00127-temp-12,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T09:05:00Z,1,s-00127,sensor-central,5.892,4.8.1,,2026-01-17 09:00:00+00:00,2026-01-17 09:05:00+00:00
2369,2026-01-17T10:00:00Z,s-00129-temp-07,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T10:00:00Z,1,s-00129,sensor-north,4.832,4.8.1,,2026-01-17 10:00:00+00:00,2026-01-17 10:00:00+00:00
2370,2026-01-17T10:00:00Z,s-00130-temp-04,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T10:02:00Z,1,s-00130,sensor-central,4.09,4.7.9,,2026-01-17 10:00:00+00:00,2026-01-17 10:02:00+00:00
2371,2026-01-17T10:00:00Z,s-00130-temp-04,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T10:02:00Z,1,s-00130,sensor-central,4.09,4.7.9,,2026-01-17 10:00:00+00:00,2026-01-17 10:02:00+00:00
2372,2026-01-17T10:00:00Z,s-00127-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T10:05:00Z,1,s-00127,sensor-central,4.496,4.8.1,,2026-01-17 10:00:00+00:00,2026-01-17 10:05:00+00:00
2373,2026-01-17T10:00:00Z,s-00128-temp-10,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T10:05:00Z,1,s-00128,sensor-coast,5.015,4.8.1,,2026-01-17 10:00:00+00:00,2026-01-17 10:05:00+00:00
2374,2026-01-17T10:00:00Z,s-00131-temp-01,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T10:35:00Z,1,s-00131,sensor-coast,2.938,4.8.1,,2026-01-17 10:00:00+00:00,2026-01-17 10:35:00+00:00
2375,2026-01-17T08:00:00Z,s-00129-temp-05,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T11:00:00Z,1,s-00129,sensor-north,4.873,4.8.1,,2026-01-17 08:00:00+00:00,2026-01-17 11:00:00+00:00
2376,2026-01-17T11:00:00Z,s-00128-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T11:02:00Z,1,s-00128,sensor-coast,4.878,4.8.1,,2026-01-17 11:00:00+00:00,2026-01-17 11:02:00+00:00
2377,2026-01-17T11:00:00Z,s-00128-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T11:02:00Z,1,s-00128,sensor-coast,4.878,4.8.1,,2026-01-17 11:00:00+00:00,2026-01-17 11:02:00+00:00
2378,2026-01-17T11:00:00Z,s-00129-temp-08,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T11:02:00Z,1,s-00129,sensor-north,3.763,4.8.1,,2026-01-17 11:00:00+00:00,2026-01-17 11:02:00+00:00
2379,2026-01-17T12:00:00Z,s-00128-temp-12,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T12:00:00Z,1,s-00128,sensor-coast,3.963,4.8.1,,2026-01-17 12:00:00+00:00,2026-01-17 12:00:00+00:00
2380,2026-01-17T11:00:00Z,s-00131-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T11:05:00Z,1,s-00131,sensor-coast,4.142,4.8.1,,2026-01-17 11:00:00+00:00,2026-01-17 11:05:00+00:00
2381,2026-01-17T09:00:00Z,s-00128-temp-09,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T12:00:00Z,1,s-00128,sensor-coast,4.474,4.8.1,,2026-01-17 09:00:00+00:00,2026-01-17 12:00:00+00:00
2382,2026-01-17T11:00:00Z,s-00130-temp-05,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T11:05:00Z,1,s-00130,sensor-central,4.011,4.7.9,,2026-01-17 11:00:00+00:00,2026-01-17 11:05:00+00:00
2383,2026-01-17T09:00:00Z,s-00129-temp-06,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T12:00:00Z,1,s-00129,sensor-north,3.868,4.8.1,,2026-01-17 09:00:00+00:00,2026-01-17 12:00:00+00:00
2384,2026-01-17T09:00:00Z,s-00130-temp-03,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T12:00:00Z,1,s-00130,sensor-central,3.759,4.7.9,,2026-01-17 09:00:00+00:00,2026-01-17 12:00:00+00:00
2385,2026-01-17T12:00:00Z,s-00131-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T12:00:00Z,1,s-00131,sensor-coast,4.026,4.8.1,,2026-01-17 12:00:00+00:00,2026-01-17 12:00:00+00:00
2386,2026-01-17T12:00:00Z,s-00132-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T12:01:00Z,1,s-00132,sensor-north,4.005,4.8.1,,2026-01-17 12:00:00+00:00,2026-01-17 12:01:00+00:00
2387,2026-01-17T12:00:00Z,s-00127-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T12:02:00Z,1,s-00127,sensor-central,4.864,4.8.1,,2026-01-17 12:00:00+00:00,2026-01-17 12:02:00+00:00
2388,2026-01-17T12:00:00Z,s-00130-temp-06,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T12:05:00Z,1,s-00130,sensor-central,4.456,4.7.9,,2026-01-17 12:00:00+00:00,2026-01-17 12:05:00+00:00
2389,2026-01-17T12:00:00Z,s-00129-temp-09,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T12:35:00Z,1,s-00129,sensor-north,4.203,4.8.1,,2026-01-17 12:00:00+00:00,2026-01-17 12:35:00+00:00
2390,2026-01-17T02:00:00Z,s-00126-temp-08,temperature_c,"{""correction"":""calibrated"",""firmware"":""4.8.1""}",2026-01-17T13:00:00Z,2,s-00126,sensor-north,2.636,4.8.1,calibrated,2026-01-17 02:00:00+00:00,2026-01-17 13:00:00+00:00
2391,2026-01-17T13:00:00Z,s-00128-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T13:01:00Z,1,s-00128,sensor-coast,5.577,4.8.1,,2026-01-17 13:00:00+00:00,2026-01-17 13:01:00+00:00
2392,2026-01-17T13:00:00Z,s-00130-temp-07,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T13:01:00Z,1,s-00130,sensor-central,3.931,4.7.9,,2026-01-17 13:00:00+00:00,2026-01-17 13:01:00+00:00
2393,2026-01-17T13:00:00Z,s-00131-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T13:01:00Z,1,s-00131,sensor-coast,4.222,4.8.1,,2026-01-17 13:00:00+00:00,2026-01-17 13:01:00+00:00
2394,2026-01-17T13:00:00Z,s-00131-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T13:01:00Z,1,s-00131,sensor-coast,4.222,4.8.1,,2026-01-17 13:00:00+00:00,2026-01-17 13:01:00+00:00
2395,2026-01-17T13:00:00Z,s-00132-temp-01,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T13:01:00Z,1,s-00132,sensor-north,3.962,4.8.1,,2026-01-17 13:00:00+00:00,2026-01-17 13:01:00+00:00
2396,2026-01-17T11:00:00Z,s-00127-temp-14,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T14:00:00Z,1,s-00127,sensor-central,4.599,4.8.1,,2026-01-17 11:00:00+00:00,2026-01-17 14:00:00+00:00
2397,2026-01-17T14:00:00Z,s-00128-temp-14,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T14:01:00Z,1,s-00128,sensor-coast,5.373,4.8.1,,2026-01-17 14:00:00+00:00,2026-01-17 14:01:00+00:00
2398,2026-01-17T14:00:00Z,s-00130-temp-08,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T14:05:00Z,1,s-00130,sensor-central,3.866,4.7.9,,2026-01-17 14:00:00+00:00,2026-01-17 14:05:00+00:00
2399,2026-01-17T14:00:00Z,s-00129-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T14:35:00Z,1,s-00129,sensor-north,4.224,4.8.1,,2026-01-17 14:00:00+00:00,2026-01-17 14:35:00+00:00
2400,2026-01-17T14:00:00Z,s-00129-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T14:35:00Z,1,s-00129,sensor-north,4.224,4.8.1,,2026-01-17 14:00:00+00:00,2026-01-17 14:35:00+00:00
2401,2026-01-17T14:00:00Z,s-00131-temp-05,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T14:35:00Z,1,s-00131,sensor-coast,3.932,4.8.1,,2026-01-17 14:00:00+00:00,2026-01-17 14:35:00+00:00
2402,2026-01-17T14:00:00Z,s-00132-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T14:35:00Z,1,s-00132,sensor-north,4.64,4.8.1,,2026-01-17 14:00:00+00:00,2026-01-17 14:35:00+00:00
2403,2026-01-17T15:00:00Z,s-00128-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T15:01:00Z,1,s-00128,sensor-coast,4.898,4.8.1,,2026-01-17 15:00:00+00:00,2026-01-17 15:01:00+00:00
2404,2026-01-17T15:00:00Z,s-00131-temp-06,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T15:01:00Z,1,s-00131,sensor-coast,3.92,4.8.1,,2026-01-17 15:00:00+00:00,2026-01-17 15:01:00+00:00
2405,2026-01-17T15:00:00Z,s-00132-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T15:01:00Z,1,s-00132,sensor-north,5.177,4.8.1,,2026-01-17 15:00:00+00:00,2026-01-17 15:01:00+00:00
2406,2026-01-17T15:00:00Z,s-00129-temp-12,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T15:05:00Z,1,s-00129,sensor-north,5.001,4.8.1,,2026-01-17 15:00:00+00:00,2026-01-17 15:05:00+00:00
2407,2026-01-17T15:00:00Z,s-00130-temp-09,temperature_c,"{""firmware"":""4.7.9""}",2026-01-17T15:05:00Z,1,s-00130,sensor-central,5.04,4.7.9,,2026-01-17 15:00:00+00:00,2026-01-17 15:05:00+00:00
2408,2026-01-17T15:00:00Z,s-00133-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T15:05:00Z,1,s-00133,sensor-central,3.995,4.8.1,,2026-01-17 15:00:00+00:00,2026-01-17 15:05:00+00:00
2409,2026-01-17T13:00:00Z,s-00129-temp-10,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T16:00:00Z,1,s-00129,sensor-north,4.257,4.8.1,,2026-01-17 13:00:00+00:00,2026-01-17 16:00:00+00:00
2410,2026-01-17T16:00:00Z,s-00129-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-01-17T16:00:00Z,1,s-00129,sensor-north,5.01,4.8.1,,2026-01-17 16:00:00+00:00,2026-01-17 16:00:00+00:00
